Chromosome	m1A peak middle position	RefSeq ID	Segment	Cell
chr19	1827547	NM_020695	CDS	HEPG2_heat_shock_4h
chr19	1827613	NM_020695	CDS	HEPG2_common_mRNA
chr19	1828410	NM_020695	CDS	HEPG2_common_mRNA
chr19	1828430	NM_020695	CDS	HeLa
chr19	1848310	NM_020695	CDS	HEPG2_heat_shock_4h
chr19	1848338	NM_020695	CDS	HEPG2_common_mRNA
chr19	1854480	NM_031918	CDS	HEPG2_common_total_RNA
chr19	1854532	NM_031918	CDS	HeLa
chr19	1863188	NM_031918	CDS	HEK293
chr19	1863310	NM_031918	CDS	HeLa
chr19	1877138	NM_001130111	3UTR	HeLa
chr19	1881596	NM_001130111	5UTR	HEPG2_common_mRNA
chr19	1881601	NM_001130111	5UTR	HEPG2_Glucose_starv_4h
chr19	1881604	NM_001130111	5UTR	HeLa
chr19	1885398	NM_001130111	5UTR	HEK293
chr19	1905412	NM_079834	5UTR	HEPG2_common_mRNA
chr19	1905422	NM_079834	5UTR	HEPG2_heat_shock_4h
chr19	1905424	NM_138422	5UTR	HeLa
chr19	1941294	NM_001319	5UTR	HEPG2_common_total_RNA
chr19	1969617	NM_001319	5UTR	HeLa
chr19	1969624	NM_001319	5UTR	HEPG2_common_mRNA
chr19	1980552	NM_001319	3UTR	HeLa
chr19	2038907	NM_199054	3UTR	HeLa
chr19	2050889	NM_199054	5UTR	HeLa
chr19	2050903	NM_199054	5UTR	HEK293
chr19	2085290	NM_130807	5UTR	HEPG2_heat_shock_4h
chr19	2096248	NM_130807	5UTR	HEPG2_Glucose_starv_4h
chr19	2111764	NM_001261826	CDS	HEPG2_common_mRNA
chr19	2113399	NM_001261826	CDS	HEPG2_Glucose_starv_4h
chr19	2113399	NM_001261826	CDS	HEPG2_heat_shock_4h
chr19	2114192	NM_001261826	CDS	HEPG2_common_mRNA
chr19	2115338	NM_001261826	CDS	HEPG2_common_mRNA
chr19	2210759	NM_032482	CDS	HEPG2_common_mRNA
chr19	2210773	NM_032482	CDS	HeLa
chr19	2211161	NM_032482	CDS	HeLa
chr19	2222432	NM_032482	CDS	HeLa
chr19	2222508	NM_032482	CDS	HEPG2_common_total_RNA
chr19	2226647	NM_032482	CDS	HeLa
chr19	2230274	NM_032482	3UTR	HeLa
chr19	2233819	NM_018049	3UTR	HEPG2_common_mRNA
chr19	2233856	NM_018049	CDS	HeLa
chr19	2234205	NM_018049	CDS	HEPG2_common_mRNA
chr19	2235771	NR_106847	ncRNA	HEPG2_heat_shock_4h
chr19	2235848	NR_106847	ncRNA	HEPG2_common_mRNA
chr19	2235850	NR_106847	ncRNA	HEPG2_Glucose_starv_4h
chr19	2236206	NM_018049	CDS	HEPG2_common_total_RNA
chr19	2236212	NM_018049	CDS	HeLa
chr19	2236870	NM_007165	5UTR	HEPG2_Glucose_starv_4h
chr19	2236872	NM_007165	5UTR	HEPG2_common_mRNA
chr19	2236877	NM_007165	5UTR	HEPG2_heat_shock_4h
chr19	2243435	NM_007165	CDS	HeLa
chr19	2243461	NM_007165	CDS	HEPG2_common_total_RNA
chr19	2243504	NM_007165	CDS	HEPG2_common_mRNA
chr19	2246956	NM_007165	CDS	HeLa
chr19	2248207	NM_007165	CDS	HEK293
chr19	2248210	NM_007165	CDS	HEPG2_common_total_RNA
chr19	2248217	NM_007165	CDS	HeLa
chr19	2269640	NM_004152	CDS	HeLa
chr19	2269652	NM_004152	CDS	HEPG2_common_total_RNA
chr19	2269661	NM_004152	CDS	HEK293
chr19	2273106	NM_004152	CDS	HEPG2_common_total_RNA
chr19	2273110	NM_004152	3UTR	HeLa
chr19	2273124	NM_004152	3UTR	HEK293
chr19	2328398	NM_016199	CDS	HeLa
chr19	2328432	NM_016199	CDS	HEPG2_common_mRNA
chr19	2328433	NM_016199	CDS	HEPG2_Glucose_starv_4h
chr19	2328433	NM_016199	CDS	HEPG2_heat_shock_4h
chr19	2328738	NM_152988	CDS	HEPG2_common_mRNA
chr19	2353218	NM_152988	3UTR	HeLa
chr19	2427455	NM_012458	CDS	HeLa
chr19	2427486	NM_012458	CDS	HEPG2_common_mRNA
chr19	2435092	NM_032737	CDS	HEPG2_heat_shock_4h
chr19	2438516	NM_032737	CDS	HeLa
chr19	2438519	NM_032737	CDS	HEPG2_common_mRNA
chr19	2456739	NM_032737	CDS	HEPG2_heat_shock_4h
chr19	2477810	NM_015675	3UTR	HeLa
chr19	2477812	NM_015675	3UTR	HEPG2_common_mRNA
chr19	2715896	NM_145173	3UTR	HEK293
chr19	2717177	NM_145173	3UTR	HeLa
chr19	2732673	NM_144564	3UTR	HeLa
chr19	2737323	NM_144564	5UTR	HEPG2_common_mRNA
chr19	2739949	NM_144564	5UTR	HeLa
chr19	2739992	NM_144564	5UTR	HEPG2_Glucose_starv_4h
chr19	2754841	NM_003021	3UTR	HEPG2_common_mRNA
chr19	2783274	NM_003021	5UTR	HEPG2_heat_shock_4h
chr19	2785593	NM_003249	5UTR	HeLa
chr19	2785597	NM_003249	5UTR	HEPG2_common_mRNA
chr19	2785598	NM_003249	5UTR	HEPG2_heat_shock_4h
chr19	2785619	NM_003249	5UTR	HEK293
chr19	2819984	NM_001102651	5UTR	HeLa
chr19	2867384	NM_024967	5UTR	HeLa
chr19	3013745	NM_003260	CDS	HeLa
chr19	3015713	NM_003260	CDS	HeLa
chr19	3029082	NM_003260	5UTR	HeLa
chr19	3053346	NM_001130	3UTR	HEK293
chr19	3053394	NM_198970	3UTR	HEPG2_common_total_RNA
chr19	3053678	NM_001130	3UTR	HeLa
chr19	3062223	NM_001130	5UTR	HeLa
chr19	3062272	NM_001130	5UTR	HEPG2_common_mRNA
chr19	3062294	NM_001130	5UTR	HEK293
chr19	3062296	NM_198970	5UTR	HEPG2_common_total_RNA
chr19	3062825	NM_198969	CDS	HEPG2_common_mRNA
chr19	3062847	NM_198969	CDS	HEPG2_heat_shock_4h
chr19	3094570	NM_002067	5UTR	HEK293
chr19	3094573	NM_002067	5UTR	HEPG2_common_total_RNA
chr19	3094596	NM_002067	5UTR	HEPG2_common_mRNA
chr19	3094597	NM_002067	5UTR	HeLa
chr19	3121506	NM_002067	3UTR	HEPG2_common_mRNA
chr19	3121571	NM_002067	3UTR	HeLa
chr19	3121611	NM_002067	3UTR	HEPG2_heat_shock_4h
chr19	3123574	NM_002067	3UTR	HEPG2_common_total_RNA
chr19	3186033	NM_020170	CDS	HeLa
chr19	3186075	NM_020170	CDS	HEPG2_common_mRNA
chr19	3207725	NM_020170	3UTR	HeLa
chr19	3207985	NM_020170	3UTR	HeLa
chr19	3208398	NM_020170	3UTR	HEK293
chr19	3208934	NM_020170	3UTR	HeLa
chr19	3366616	NM_001245004	5UTR	HEPG2_common_mRNA
chr19	3366627	NM_001245002	5UTR	HEPG2_common_total_RNA
chr19	3381868	NM_001245002	CDS	HeLa
chr19	3382057	NM_205843	CDS	HEPG2_common_total_RNA
chr19	3452514	NM_001245004	CDS	HEPG2_common_mRNA
chr19	3452525	NM_205843	CDS	HEPG2_common_total_RNA
chr19	3452530	NM_001245002	CDS	HeLa
chr19	3453836	NM_001245002	CDS	HEPG2_common_mRNA
chr19	3463131	NM_001245002	3UTR	HeLa
chr19	3463134	NM_001245004	3UTR	HEPG2_common_mRNA
chr19	3463676	NM_001245002	3UTR	HeLa
chr19	3464131	NM_001245002	3UTR	HeLa
chr19	3464170	NM_205843	3UTR	HEK293
chr19	3464365	NM_205843	3UTR	HEPG2_common_total_RNA
chr19	3464688	NM_001245002	3UTR	HeLa
chr19	3464710	NM_001245004	3UTR	HEPG2_common_mRNA
chr19	3464712	NM_205843	3UTR	HEK293
chr19	3465028	NM_001245004	3UTR	HEPG2_common_mRNA
chr19	3465743	NM_205843	3UTR	HEPG2_common_total_RNA
chr19	3491077	NM_001145165	3UTR	HeLa
chr19	3500560	NM_001145165	5UTR	HEPG2_common_mRNA
chr19	3500612	NM_001145165	5UTR	HEPG2_Glucose_starv_4h
chr19	3506378	NM_016263	5UTR	HEPG2_common_total_RNA
chr19	3506383	NM_016263	5UTR	HEPG2_Glucose_starv_4h
chr19	3506385	NM_016263	5UTR	HEPG2_heat_shock_4h
chr19	3506399	NM_016263	5UTR	HEK293
chr19	3522977	NM_016263	5UTR	HeLa
chr19	3522978	NM_016263	5UTR	HEPG2_common_mRNA
chr19	3544668	NM_174983	3UTR	HeLa
chr19	3547940	NM_174983	CDS	HEPG2_common_total_RNA
chr19	3551111	NM_174983	CDS	HeLa
chr19	3557248	NM_174983	CDS	HEPG2_common_total_RNA
chr19	3557423	NM_174983	5UTR	HeLa
chr19	3557482	NM_174983	5UTR	HEK293
chr19	3572984	NM_006339	5UTR	HEPG2_common_total_RNA
chr19	3573701	NM_006339	CDS	HeLa
chr19	3574427	NM_006339	CDS	HEPG2_common_total_RNA
chr19	3576998	NM_006339	CDS	HeLa
chr19	3578728	NM_006339	3UTR	HEPG2_common_total_RNA
chr19	3578755	NM_006339	3UTR	HeLa
chr19	3585694	NM_133261	CDS	HEPG2_common_mRNA
chr19	3606741	NM_001060	5UTR	HEPG2_common_mRNA
chr19	3606741	NM_201636	5UTR	HEPG2_heat_shock_4h
chr19	3606752	NM_001060	5UTR	HeLa
chr19	3613264	NR_038865	ncRNA	HEPG2_common_total_RNA
chr19	3620222	NM_001080543	CDS	HeLa
chr19	3620264	NM_001080543	CDS	HEPG2_common_mRNA
chr19	3623781	NM_001080543	CDS	HeLa
chr19	3624018	NM_001080543	CDS	HEPG2_common_mRNA
chr19	3624022	NM_001080543	CDS	HEPG2_Glucose_starv_4h
chr19	3624022	NM_021231	CDS	HEPG2_heat_shock_4h
chr19	3626652	NM_001080543	CDS	HeLa
chr19	3626678	NM_001080543	CDS	HEPG2_common_total_RNA
chr19	3630387	NM_001195733	3UTR	HeLa
chr19	3633009	NM_001195733	3UTR	HeLa
chr19	3633056	NM_012398	3UTR	HEPG2_common_total_RNA
chr19	3633063	NM_001195733	3UTR	HEPG2_common_mRNA
chr19	3643348	NM_001195733	CDS	HEK293
chr19	3700361	NM_001195733	CDS	HeLa
chr19	3700368	NM_001195733	CDS	HEPG2_common_mRNA
chr19	3700371	NM_001195733	CDS	HEPG2_Glucose_starv_4h
chr19	3761597	NM_004886	5UTR	HEPG2_heat_shock_4h
chr19	3761611	NM_004886	5UTR	HEPG2_common_mRNA
chr19	3761612	NM_004886	5UTR	HeLa
chr19	3762752	NM_172251	CDS	HEPG2_common_mRNA
chr19	3762753	NM_172251	CDS	HEPG2_heat_shock_4h
chr19	3762757	NM_172251	CDS	HeLa
chr19	3767388	NM_172251	CDS	HeLa
chr19	3779782	NM_139355	CDS	HeLa
chr19	3785241	NM_139355	5UTR	HeLa
chr19	3786271	NM_139355	5UTR	HeLa
chr19	3958677	NM_001348	3UTR	HEK293
chr19	3958678	NM_001348	3UTR	HEPG2_common_total_RNA
chr19	3958681	NM_001348	3UTR	HeLa
chr19	3958986	NM_001348	3UTR	HEPG2_common_mRNA
chr19	3964982	NM_001348	CDS	HEPG2_common_mRNA
chr19	3969758	NM_001348	5UTR	HeLa
chr19	3970926	NM_001348	5UTR	HEPG2_heat_shock_4h
chr19	3970929	NM_001348	5UTR	HEPG2_Glucose_starv_4h
chr19	3970974	NM_001348	5UTR	HEK293
chr19	3976521	NM_001961	3UTR	HEK293
chr19	3977294	NM_001961	CDS	HEK293
chr19	3977537	NM_001961	CDS	HEK293
chr19	3977539	NM_001961	CDS	HEPG2_common_total_RNA
chr19	3978020	NM_001961	CDS	HeLa
chr19	3978024	NM_001961	CDS	HEK293
chr19	3978066	NM_001961	CDS	HEPG2_common_total_RNA
chr19	3979390	NM_001961	CDS	HEK293
chr19	3979941	NM_001961	CDS	HEK293
chr19	3980937	NM_001961	CDS	HEK293
chr19	3981401	NM_001961	CDS	HEK293
chr19	3982010	NM_001961	CDS	HEK293
chr19	3982841	NM_001961	CDS	HeLa
chr19	3983161	NM_001961	CDS	HEK293
chr19	3983189	NM_001961	CDS	HEPG2_common_total_RNA
chr19	3984252	NM_001961	CDS	HEK293
chr19	3984288	NM_001961	CDS	HEPG2_common_total_RNA
chr19	4007763	NM_015897	CDS	HEPG2_Glucose_starv_4h
chr19	4007763	NM_015897	CDS	HEPG2_heat_shock_4h
chr19	4007769	NM_015897	CDS	HEPG2_common_mRNA
chr19	4045356	NM_015898	3UTR	HEPG2_common_mRNA
chr19	4047875	NM_015898	CDS	HEPG2_common_mRNA
chr19	4047884	NM_015898	CDS	HeLa
chr19	4054252	NM_015898	CDS	HeLa
chr19	4054367	NM_015898	CDS	HEPG2_heat_shock_4h
chr19	4055041	NM_015898	CDS	HEPG2_common_mRNA
chr19	4066691	NM_015898	5UTR	HeLa
chr19	4066749	NM_015898	5UTR	HEPG2_common_total_RNA
chr19	4066754	NM_015898	5UTR	HEPG2_heat_shock_4h
chr19	4066756	NM_015898	5UTR	HEPG2_Glucose_starv_4h
chr19	4123944	NM_030662	5UTR	HeLa
chr19	4123961	NM_030662	5UTR	HEPG2_common_total_RNA
chr19	4123978	NM_030662	5UTR	HEK293
chr19	4174811	NM_016539	CDS	HEK293
chr19	4182478	NM_016539	CDS	HeLa
chr19	4182506	NM_016539	CDS	HEPG2_Glucose_starv_4h
chr19	4247138	NM_018074	5UTR	HEPG2_common_mRNA
chr19	4247138	NM_018074	5UTR	HEPG2_Glucose_starv_4h
chr19	4247138	NM_018074	5UTR	HEPG2_heat_shock_4h
chr19	4249293	NM_018074	CDS	HEPG2_heat_shock_4h
chr19	4254433	NM_018074	CDS	HeLa
chr19	4258277	NM_018074	CDS	HEPG2_common_mRNA
chr19	4304684	NM_024333	5UTR	HeLa
chr19	4343815	NM_001159846	CDS	HEK293
chr19	4343821	NM_001159846	CDS	HEPG2_common_total_RNA
chr19	4343833	NM_032868	CDS	HeLa
chr19	4343953	NM_032868	CDS	HEPG2_common_mRNA
chr19	4343954	NM_032868	CDS	HEPG2_Glucose_starv_4h
chr19	4352966	NM_032868	CDS	HEPG2_common_mRNA
chr19	4352969	NM_032868	CDS	HEPG2_Glucose_starv_4h
chr19	4361428	NM_003025	3UTR	HeLa
chr19	4366539	NM_003025	CDS	HEPG2_heat_shock_4h
chr19	4400361	NM_003025	CDS	HEPG2_common_mRNA
chr19	4400394	NM_003025	5UTR	HeLa
chr19	4400413	NM_001199943	5UTR	HEPG2_common_total_RNA
chr19	4400426	NM_003025	5UTR	HEPG2_heat_shock_4h
chr19	4402740	NM_005483	5UTR	HeLa
chr19	4402744	NM_005483	5UTR	HEPG2_heat_shock_4h
chr19	4402746	NM_005483	5UTR	HEPG2_common_total_RNA
chr19	4402765	NM_005483	CDS	HEPG2_common_mRNA
chr19	4409652	NM_005483	CDS	HEPG2_common_mRNA
chr19	4418052	NM_005483	CDS	HEPG2_Glucose_starv_4h
chr19	4422682	NM_005483	CDS	HEPG2_common_total_RNA
chr19	4422694	NM_005483	CDS	HeLa
chr19	4422716	NM_005483	CDS	HEK293
chr19	4422717	NM_005483	CDS	HEPG2_heat_shock_4h
chr19	4428766	NM_005483	CDS	HEPG2_common_total_RNA
chr19	4429715	NM_005483	CDS	HEPG2_common_mRNA
chr19	4429746	NM_005483	CDS	HeLa
chr19	4430600	NM_005483	CDS	HeLa
chr19	4442295	NM_005483	CDS	HeLa
chr19	4448364	NM_025241	CDS	HEPG2_common_mRNA
chr19	4454068	NM_025241	CDS	HEPG2_common_mRNA
chr19	4454087	NM_025241	CDS	HeLa
chr19	4457626	NM_025241	CDS	HEPG2_common_total_RNA
chr19	4457657	NM_025241	CDS	HEPG2_heat_shock_4h
chr19	4472353	NM_001001520	CDS	HeLa
chr19	4472353	NM_001001520	CDS	HEPG2_Glucose_starv_4h
chr19	4472354	NM_001001520	CDS	HEPG2_common_mRNA
chr19	4472354	NM_001001520	CDS	HEPG2_heat_shock_4h
chr19	4491803	NM_001001520	CDS	HeLa
chr19	4491804	NM_001001520	CDS	HEPG2_common_mRNA
chr19	4491807	NM_001001520	CDS	HEPG2_Glucose_starv_4h
chr19	4493784	NM_001001520	CDS	HEPG2_common_mRNA
chr19	4493788	NM_001001520	CDS	HEPG2_Glucose_starv_4h
chr19	4493788	NM_032631	CDS	HEPG2_common_total_RNA
chr19	4493792	NM_001001520	CDS	HeLa
chr19	4494023	NM_001001520	CDS	HEPG2_Glucose_starv_4h
chr19	4494170	NM_001001520	CDS	HEPG2_heat_shock_4h
chr19	4494288	NM_001001520	CDS	HeLa
chr19	4494314	NM_032631	CDS	HEK293
chr19	4494322	NM_001001520	CDS	HEPG2_Glucose_starv_4h
chr19	4494322	NM_032631	CDS	HEPG2_common_total_RNA
chr19	4494461	NM_001001520	CDS	HEPG2_common_mRNA
chr19	4499602	NM_001001520	CDS	HEPG2_common_mRNA
chr19	4499633	NM_032631	CDS	HEPG2_common_total_RNA
chr19	4499689	NM_001001520	CDS	HeLa
chr19	4502012	NM_001001520	CDS	HeLa
chr19	4502038	NM_001001520	3UTR	HEPG2_common_mRNA
chr19	4670232	NM_019107	CDS	HeLa
chr19	4670248	NM_019107	CDS	HEPG2_common_total_RNA
chr19	4676461	NM_139159	3UTR	HEPG2_Glucose_starv_4h
chr19	4676474	NM_139159	3UTR	HEPG2_common_mRNA
chr19	4676488	NM_139159	3UTR	HEPG2_heat_shock_4h
chr19	4676493	NM_139159	3UTR	HeLa
chr19	4694781	NM_139159	CDS	HEPG2_common_total_RNA
chr19	4695395	NM_139159	CDS	HeLa
chr19	4723758	NM_139159	5UTR	HEPG2_common_mRNA
chr19	4791953	NM_018708	CDS	HEPG2_common_mRNA
chr19	4817660	NM_182919	CDS	HEPG2_common_total_RNA
chr19	4861387	NM_005817	CDS	HEPG2_common_mRNA
chr19	4909597	NM_001048201	5UTR	HEPG2_common_mRNA
chr19	4909600	NM_001048201	5UTR	HeLa
chr19	4909603	NM_001048201	5UTR	HEPG2_common_total_RNA
chr19	4910210	NM_001290051	5UTR	HEPG2_Glucose_starv_4h
chr19	4910210	NM_001290051	5UTR	HEPG2_heat_shock_4h
chr19	4910211	NM_001290051	5UTR	HEPG2_common_mRNA
chr19	4929364	NM_001048201	CDS	HEPG2_common_mRNA
chr19	4930799	NM_001048201	CDS	HeLa
chr19	4950943	NM_001048201	CDS	HeLa
chr19	4969196	NM_015015	5UTR	HeLa
chr19	4969205	NM_015015	5UTR	HEPG2_heat_shock_4h
chr19	5119778	NM_015015	CDS	HEPG2_common_mRNA
chr19	5131187	NM_015015	CDS	HEPG2_common_mRNA
chr19	5131203	NM_015015	CDS	HEPG2_Glucose_starv_4h
chr19	5153377	NM_015015	3UTR	HEPG2_common_mRNA
chr19	5567841	NR_027064	ncRNA	HEPG2_heat_shock_4h
chr19	5567846	NR_027064	ncRNA	HeLa
chr19	5567846	NR_027064	ncRNA	HEPG2_Glucose_starv_4h
chr19	5567860	NR_027064	ncRNA	HEPG2_common_mRNA
chr19	5567894	NR_027064	ncRNA	HEPG2_common_total_RNA
chr19	5587402	NM_014649	CDS	HeLa
chr19	5587748	NM_014649	CDS	HEPG2_common_mRNA
chr19	5591786	NM_014649	CDS	HEPG2_heat_shock_4h
chr19	5592833	NM_014649	CDS	HEPG2_common_mRNA
chr19	5594060	NM_014649	CDS	HeLa
chr19	5595415	NM_014649	CDS	HEPG2_common_mRNA
chr19	5595447	NM_014649	CDS	HeLa
chr19	5598855	NM_014649	CDS	HEPG2_heat_shock_4h
chr19	5621367	NM_014649	CDS	HEPG2_common_mRNA
chr19	5621367	NM_014649	CDS	HEPG2_heat_shock_4h
chr19	5622545	NM_014649	CDS	HeLa
chr19	5622679	NM_014649	CDS	HEPG2_common_total_RNA
chr19	5622687	NM_014649	CDS	HEK293
chr19	5623271	NR_037699	ncRNA	HEPG2_common_total_RNA
chr19	5657321	NM_001201339	CDS	HEPG2_common_mRNA
chr19	5661658	NM_001201339	CDS	HeLa
chr19	5664134	NR_037699	ncRNA	HEPG2_common_total_RNA
chr19	5664428	NR_037699	ncRNA	HEPG2_common_total_RNA
chr19	5667117	NM_001201339	CDS	HeLa
chr19	5667142	NR_037699	ncRNA	HEPG2_common_total_RNA
chr19	5667386	NM_001201339	CDS	HEPG2_common_mRNA
chr19	5667400	NR_037699	ncRNA	HEPG2_common_total_RNA
chr19	5679742	NM_205767	CDS	HeLa
chr19	5679764	NM_205767	CDS	HEPG2_common_mRNA
chr19	5680506	NM_205767	5UTR	HEPG2_heat_shock_4h
chr19	5680520	NM_205767	5UTR	HEPG2_Glucose_starv_4h
chr19	5681164	NM_198708	5UTR	HEPG2_common_mRNA
chr19	5690386	NM_015414	5UTR	HEK293
chr19	5690478	NM_015414	5UTR	HEPG2_common_total_RNA
chr19	5691380	NM_033643	CDS	HeLa
chr19	5691390	NM_033643	CDS	HEK293
chr19	5691396	NM_033643	CDS	HEPG2_common_total_RNA
chr19	5705913	NM_004793	CDS	HeLa
chr19	5708387	NM_004793	CDS	HeLa
chr19	5711904	NM_004793	CDS	HeLa
chr19	5711909	NM_004793	CDS	HEPG2_common_mRNA
chr19	5711913	NM_004793	CDS	HEPG2_common_total_RNA
chr19	5719938	NM_004793	CDS	HEPG2_common_mRNA
chr19	5719943	NM_004793	CDS	HeLa
chr19	5719950	NM_004793	CDS	HEPG2_common_total_RNA
chr19	5720061	NM_004793	CDS	HEK293
chr19	5790202	NM_020175	CDS	HeLa
chr19	5790286	NM_020175	CDS	HEPG2_common_mRNA
chr19	5791138	NM_020175	CDS	HeLa
chr19	5791141	NM_020175	CDS	HEPG2_Glucose_starv_4h
chr19	5791141	NM_020175	CDS	HEPG2_heat_shock_4h
chr19	5896470	NM_175614	CDS	HeLa
chr19	5903690	NM_175614	CDS	HeLa
chr19	5904947	NM_001017921	CDS	HEPG2_heat_shock_4h
chr19	5957939	NM_007320	CDS	HEPG2_common_mRNA
chr19	5957975	NM_007320	CDS	HEPG2_Glucose_starv_4h
chr19	5957979	NM_001300865	CDS	HEPG2_heat_shock_4h
chr19	5978077	NM_007320	CDS	HeLa
chr19	6211134	NM_005934	3UTR	HEPG2_common_mRNA
chr19	6214012	NM_005934	CDS	HeLa
chr19	6214012	NM_005934	CDS	HEPG2_common_total_RNA
chr19	6214021	NM_005934	CDS	HEPG2_common_mRNA
chr19	6222407	NM_005934	CDS	HEPG2_common_total_RNA
chr19	6222421	NM_005934	CDS	HeLa
chr19	6222571	NM_005934	CDS	HEPG2_common_mRNA
chr19	6227065	NM_005934	CDS	HeLa
chr19	6230651	NM_005934	CDS	HEPG2_common_total_RNA
chr19	6270687	NM_005934	CDS	HEPG2_common_mRNA
chr19	6270764	NM_005934	CDS	HEPG2_common_total_RNA
chr19	6270767	NM_005934	CDS	HeLa
chr19	6279869	NM_005934	5UTR	HEK293
chr19	6279870	NM_005934	5UTR	HEPG2_Glucose_starv_4h
chr19	6279875	NM_005934	5UTR	HEPG2_common_mRNA
chr19	6279876	NM_005934	5UTR	HEPG2_heat_shock_4h
chr19	6361693	NM_006012	CDS	HEPG2_common_mRNA
chr19	6361758	NM_006012	CDS	HeLa
chr19	6364569	NM_006012	CDS	HeLa
chr19	6364582	NM_006012	CDS	HEPG2_common_total_RNA
chr19	6372905	NM_032306	CDS	HEPG2_common_total_RNA
chr19	6372923	NM_032306	CDS	HEK293
chr19	6372925	NM_032306	CDS	HEPG2_common_mRNA
chr19	6372929	NM_032306	CDS	HeLa
chr19	6374277	NM_032306	CDS	HeLa
chr19	6381583	NM_002096	CDS	HEPG2_heat_shock_4h
chr19	6381755	NM_002096	CDS	HEPG2_common_mRNA
chr19	6381756	NM_002096	CDS	HeLa
chr19	6381830	NM_002096	CDS	HEK293
chr19	6383417	NM_002096	CDS	HEPG2_common_total_RNA
chr19	6383447	NM_002096	CDS	HEK293
chr19	6393061	NM_002096	5UTR	HeLa
chr19	6393063	NM_002096	5UTR	HEPG2_heat_shock_4h
chr19	6393070	NM_002096	5UTR	HEPG2_common_total_RNA
chr19	6393075	NM_002096	5UTR	HEPG2_common_mRNA
chr19	6413539	NM_003685	3UTR	HeLa
chr19	6415185	NM_003685	CDS	HEPG2_common_total_RNA
chr19	6416844	NM_003685	CDS	HEPG2_common_total_RNA
chr19	6417802	NM_003685	CDS	HeLa
chr19	6419249	NM_003685	CDS	HEPG2_common_mRNA
chr19	6420098	NM_003685	CDS	HeLa
chr19	6424629	NM_003685	CDS	HEPG2_heat_shock_4h
chr19	6424632	NM_003685	CDS	HeLa
chr19	6424632	NM_003685	CDS	HEPG2_common_mRNA
chr19	6424728	NM_003685	5UTR	HEPG2_common_total_RNA
chr19	6459631	NM_024103	CDS	HeLa
chr19	6459636	NM_024103	CDS	HEPG2_common_mRNA
chr19	6459653	NM_024103	5UTR	HEK293
chr19	6459676	NM_024103	5UTR	HEPG2_common_total_RNA
chr19	6494519	NM_006087	3UTR	HeLa
chr19	6495322	NM_006087	CDS	HeLa
chr19	6501626	NM_001289129	CDS	HEK293
chr19	6502234	NM_006087	5UTR	HeLa
chr19	6502236	NM_001289130	5UTR	HEK293
chr19	6531119	NM_003811	CDS	HEPG2_heat_shock_4h
chr19	6531125	NM_003811	CDS	HeLa
chr19	6531146	NM_003811	CDS	HEPG2_common_mRNA
chr19	6531171	NM_003811	CDS	HEPG2_common_total_RNA
chr19	6591029	NM_001252	5UTR	HEPG2_common_total_RNA
chr19	6591071	NM_001252	5UTR	HEPG2_common_mRNA
chr19	6720598	NM_000064	CDS	HEPG2_Glucose_starv_4h
chr19	6736675	NM_001080452	CDS	HeLa
chr19	6737533	NM_001080452	CDS	HEPG2_heat_shock_4h
chr19	6737536	NM_001080452	CDS	HEPG2_Glucose_starv_4h
chr19	6737537	NM_001080452	CDS	HeLa
chr19	6737540	NM_001080452	CDS	HEPG2_common_mRNA
chr19	6739719	NR_110231	ncRNA	HEK293
chr19	6739744	NR_110231	ncRNA	HEPG2_common_mRNA
chr19	6739744	NR_110231	ncRNA	HEPG2_Glucose_starv_4h
chr19	6739744	NR_110231	ncRNA	HEPG2_heat_shock_4h
chr19	6739796	NM_004240	CDS	HeLa
chr19	6741078	NM_004240	CDS	HEPG2_common_mRNA
chr19	6741078	NM_004240	CDS	HEPG2_Glucose_starv_4h
chr19	6741078	NM_004240	CDS	HEPG2_heat_shock_4h
chr19	6750377	NM_004240	CDS	HEPG2_common_mRNA
chr19	6750441	NM_004240	CDS	HeLa
chr19	6751289	NM_004240	3UTR	HeLa
chr19	6754308	NM_005490	CDS	HEPG2_common_mRNA
chr19	6754319	NM_005490	CDS	HEPG2_heat_shock_4h
chr19	6767454	NM_005490	5UTR	HEPG2_heat_shock_4h
chr19	7460091	NM_015318	5UTR	HEPG2_common_mRNA
chr19	7460094	NM_015318	5UTR	HeLa
chr19	7460094	NM_015318	5UTR	HEPG2_Glucose_starv_4h
chr19	7460094	NM_015318	5UTR	HEPG2_heat_shock_4h
chr19	7505284	NM_001130955	CDS	HEPG2_common_mRNA
chr19	7542140	NM_001300881	CDS	HEPG2_heat_shock_4h
chr19	7581082	NM_018083	5UTR	HEPG2_common_total_RNA
chr19	7581088	NM_018083	5UTR	HeLa
chr19	7581095	NM_018083	5UTR	HEPG2_common_mRNA
chr19	7584411	NM_018083	CDS	HEPG2_common_mRNA
chr19	7584466	NM_018083	CDS	HEPG2_common_total_RNA
chr19	7584480	NM_018083	CDS	HeLa
chr19	7584499	NM_018083	CDS	HEK293
chr19	7585656	NM_018083	CDS	HeLa
chr19	7599058	NM_006702	5UTR	HEK293
chr19	7599097	NM_006702	5UTR	HEPG2_heat_shock_4h
chr19	7599685	NM_001166111	5UTR	HEPG2_common_total_RNA
chr19	7599698	NM_001166111	5UTR	HEPG2_common_mRNA
chr19	7599719	NM_006702	5UTR	HeLa
chr19	7600757	NM_001166114	CDS	HEPG2_common_mRNA
