chr	position	gene	segment	strain and medium
II	3680074	SPBP8B7.22	INT	WT_Sp1_vegetative
II	3680078	SPBP8B7.22	INT	WT_Sp1_EMM-N_medium_4h
II	3687675	SPBP8B7.26	CDS	WT_Sp1_EMM-N_medium_4h
II	3687675	SPBP8B7.26	CDS	WT_Sp1_vegetative
II	3707694	SPBC19F5.03	CDS	WT_Sp1_vegetative
II	3707720	SPBC19F5.03	CDS	WT_Sp1_EMM-N_medium_4h
II	3727392	SPBC25D12.06	3UTR	WT_Sp1_vegetative
II	3727400	SPBC25D12.06	3UTR	WT_Sp1_EMM-N_medium_4h
II	3730699	SPBC13G1.02	CDS	WT_Sp1_EMM-N_medium_4h
II	3730706	SPBC13G1.02	CDS	WT_Sp1_vegetative
II	3740075	SPBC13G1.08c	CDS	WT_Sp1_EMM-N_medium_4h
II	3740093	SPBC13G1.08c	CDS	WT_Sp1_vegetative
II	3743489	SPBC13G1.09	CDS	WT_Sp1_vegetative
II	3761760	SPBC31F10.06c	CDS	WT_Sp1_EMM-N_medium_4h
II	3761762	SPBC31F10.06c	CDS	WT_Sp1_vegetative
II	3763745	SPBC31F10.07	CDS	WT_Sp1_EMM-N_medium_4h
II	3817199	SPBC21C3.12c	CDS	WT_Sp1_vegetative
II	3823013	SPBC21C3.15c	CDS	WT_Sp1_EMM-N_medium_4h
II	3854159	SPBC23E6.07c	CDS	WT_Sp1_vegetative
II	3854206	SPBC23E6.07c	CDS	WT_Sp1_EMM-N_medium_4h
II	3857142	SPNCRNA.1645	3UTR	WT_Sp1_EMM-N_medium_4h
II	3862410	SPBC23E6.09	5UTR	WT_Sp1_vegetative
II	3862411	SPBC23E6.09	5UTR	WT_Sp1_EMM-N_medium_4h
II	3863962	SPBC23E6.09	CDS	WT_Sp1_EMM-N_medium_4h
II	3863970	SPBC23E6.09	CDS	WT_Sp1_vegetative
II	3866683	SPBC23E6.09	CDS	WT_Sp1_vegetative
II	3866695	SPBC23E6.09	CDS	WT_Sp1_EMM-N_medium_4h
II	3867809	SPBC23E6.10c	CDS	WT_Sp1_vegetative
II	3871606	SPBC211.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	3871616	SPBC211.02c	CDS	WT_Sp1_vegetative
II	3906021	SPBC1604.14c	CDS	WT_Sp1_vegetative
II	3906026	SPBC1604.14c	CDS	WT_Sp1_EMM-N_medium_4h
II	3931200	SPBC1604.01	CDS	WT_Sp1_EMM-N_medium_4h
II	3931201	SPBC1604.01	CDS	WT_Sp1_vegetative
II	3942698	SPBC26H8.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	3942732	SPBC26H8.02c	CDS	WT_Sp1_vegetative
II	3947045	SPBC26H8.03	CDS	WT_Sp1_vegetative
II	3974886	SPBC26H8.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	3974908	SPBC26H8.11c	5UTR	WT_Sp1_vegetative
II	3979277	SPNCRNA.111	3UTR	WT_Sp1_vegetative
II	3984461	SPBC32C12.02	5UTR	WT_Sp1_vegetative
II	3984468	SPBC32C12.02	5UTR	WT_Sp1_EMM-N_medium_4h
II	3986500	SPBC32C12.02	CDS	WT_Sp1_vegetative
II	3986509	SPBC32C12.02	CDS	WT_Sp1_EMM-N_medium_4h
II	3989031	SPBC32C12.03c	CDS	WT_Sp1_EMM-N_medium_4h
II	3989033	SPBC32C12.03c	CDS	WT_Sp1_vegetative
II	3994567	SPBC3B9.03	CDS	WT_Sp1_EMM-N_medium_4h
II	4000993	SPNCRNA.1655	5UTR	WT_Sp1_vegetative
II	4017884	SPBC3B9.16c	CDS	WT_Sp1_vegetative
II	4051061	SPBC215.11c	CDS	WT_Sp1_vegetative
II	4051073	SPBC215.11c	CDS	WT_Sp1_EMM-N_medium_4h
II	4053143	SPBC215.12	CDS	WT_Sp1_EMM-N_medium_4h
II	4054085	SPBC215.12	CDS	WT_Sp1_vegetative
II	4054105	SPBC215.12	CDS	WT_Sp1_EMM-N_medium_4h
II	4055355	SPBC215.12	CDS	WT_Sp1_EMM-N_medium_4h
II	4055357	SPBC215.12	CDS	WT_Sp1_vegetative
II	4082861	SPBC1347.11	3UTR	WT_Sp1_EMM-N_medium_4h
II	4089985	SPBC56F2.11	CDS	WT_Sp1_vegetative
II	4094763	SPBC56F2.09c	CDS	WT_Sp1_EMM-N_medium_4h
II	4094766	SPBC56F2.09c	CDS	WT_Sp1_vegetative
II	4104456	SPBC56F2.06	CDS	WT_Sp1_EMM-N_medium_4h
II	4111919	SPBC56F2.05c	CDS	WT_Sp1_EMM-N_medium_4h
II	4111952	SPBC56F2.05c	CDS	WT_Sp1_vegetative
II	4115828	SPBC56F2.04	CDS	WT_Sp1_vegetative
II	4115831	SPBC56F2.04	CDS	WT_Sp1_EMM-N_medium_4h
II	4132150	SPBC1861.02	CDS	WT_Sp1_vegetative
II	4132163	SPBC1861.02	CDS	WT_Sp1_EMM-N_medium_4h
II	4134995	SPBC1861.03	CDS	WT_Sp1_EMM-N_medium_4h
II	4134996	SPBC1861.03	CDS	WT_Sp1_vegetative
II	4136312	SPBC1861.03	3UTR	WT_Sp1_EMM-N_medium_4h
II	4168230	SPBC14F5.07	CDS	WT_Sp1_vegetative
II	4168236	SPBC14F5.07	CDS	WT_Sp1_EMM-N_medium_4h
II	4168672	SPBC14F5.07	CDS	WT_Sp1_vegetative
II	4183231	SPBC14F5.13c	CDS	WT_Sp1_vegetative
II	4183235	SPBC14F5.13c	CDS	WT_Sp1_EMM-N_medium_4h
II	4189922	SPBC3F6.03	5UTR	WT_Sp1_vegetative
II	4198186	SPBC3F6.05	CDS	WT_Sp1_vegetative
II	4198207	SPBC3F6.05	CDS	WT_Sp1_EMM-N_medium_4h
II	4215335	SPBC16G5.01	CDS	WT_Sp1_EMM-N_medium_4h
II	4215335	SPBC16G5.01	CDS	WT_Sp1_vegetative
II	4223428	SPBC16G5.06	CDS	WT_Sp1_EMM-N_medium_4h
II	4223433	SPBC16G5.06	CDS	WT_Sp1_vegetative
II	4227371	SPBC16G5.08	CDS	WT_Sp1_EMM-N_medium_4h
II	4240590	SPBC16G5.15c	CDS	WT_Sp1_EMM-N_medium_4h
II	4240601	SPBC16G5.15c	CDS	WT_Sp1_vegetative
II	4246638	SPBC16G5.16	CDS	WT_Sp1_EMM-N_medium_4h
II	4246673	SPBC16G5.16	CDS	WT_Sp1_vegetative
II	4253574	SPBC1652.01	CDS	WT_Sp1_EMM-N_medium_4h
II	4253591	SPBC1652.01	CDS	WT_Sp1_vegetative
II	4291578	SPBC16A3.04	CDS	WT_Sp1_EMM-N_medium_4h
II	4291580	SPBC16A3.04	CDS	WT_Sp1_vegetative
II	4291882	SPBC16A3.04	5UTR	WT_Sp1_EMM-N_medium_4h
II	4291882	SPBC16A3.04	5UTR	WT_Sp1_vegetative
II	4326127	SPBC16C6.02c	CDS	WT_Sp1_EMM-N_medium_4h
II	4337956	SPBC16C6.06	CDS	WT_Sp1_EMM-N_medium_4h
II	4338168	SPBC16C6.06	CDS	WT_Sp1_vegetative
II	4340391	SPBC16C6.06	CDS	WT_Sp1_vegetative
II	4340418	SPBC16C6.06	CDS	WT_Sp1_EMM-N_medium_4h
II	4343268	SPBC16C6.07c	CDS	WT_Sp1_EMM-N_medium_4h
II	4343274	SPBC16C6.07c	CDS	WT_Sp1_vegetative
II	4346648	SPBC16C6.09	5UTR	WT_Sp1_EMM-N_medium_4h
II	4346648	SPBC16C6.09	5UTR	WT_Sp1_vegetative
II	4347147	SPBC16C6.09	CDS	WT_Sp1_EMM-N_medium_4h
II	4347156	SPBC16C6.09	CDS	WT_Sp1_vegetative
II	4356770	SPBC16C6.13c	CDS	WT_Sp1_EMM-N_medium_4h
II	4356779	SPBC16C6.13c	CDS	WT_Sp1_vegetative
II	4371636	SPBC1539.05	CDS	WT_Sp1_EMM-N_medium_4h
II	4381835	SPBC1289.01c	CDS	WT_Sp1_EMM-N_medium_4h
II	4383223	SPBC1289.01c	CDS	WT_Sp1_EMM-N_medium_4h
II	4389691	SPBC1289.04c	CDS	WT_Sp1_vegetative
II	4389718	SPBC1289.04c	CDS	WT_Sp1_EMM-N_medium_4h
II	4401013	SPBC1289.10c	CDS	WT_Sp1_vegetative
II	4401069	SPBC1289.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	4401883	SPBC1289.10c	CDS	WT_Sp1_vegetative
II	4401914	SPBC1289.10c	CDS	WT_Sp1_EMM-N_medium_4h
II	4405250	SPBC1289.11	CDS	WT_Sp1_EMM-N_medium_4h
II	4426463	SPBC1289.16c	CDS	WT_Sp1_EMM-N_medium_4h
II	4447627	SPBP4G3.02	CDS	WT_Sp1_EMM-N_medium_4h
II	4447629	SPBP4G3.02	CDS	WT_Sp1_vegetative
III	57519	SPCC757.07c	CDS	WT_Sp1_vegetative
III	57540	SPCC757.07c	CDS	WT_Sp1_EMM-N_medium_4h
III	75090	SPCC757.12	CDS	WT_Sp1_vegetative
III	75093	SPCC757.12	CDS	WT_Sp1_EMM-N_medium_4h
III	130655	SPCC330.10	CDS	WT_Sp1_EMM-N_medium_4h
III	132129	SPCC330.11	CDS	WT_Sp1_EMM-N_medium_4h
III	137254	SPNCRNA.1112	3UTR	WT_Sp1_EMM-N_medium_4h
III	137379	SPNCRNA.1112	3UTR	WT_Sp1_vegetative
III	152452	SPCC320.08	CDS	WT_Sp1_EMM-N_medium_4h
III	161847	SPCC320.05	CDS	WT_Sp1_EMM-N_medium_4h
III	167877	SPCC320.03	CDS	WT_Sp1_EMM-N_medium_4h
III	167888	SPCC320.03	CDS	WT_Sp1_vegetative
III	185580	SPCC1235.05c	CDS	WT_Sp1_EMM-N_medium_4h
III	186268	SPCC1235.05c	CDS	WT_Sp1_vegetative
III	186441	SPNCRNA.1117	5UTR	WT_Sp1_EMM-N_medium_4h
III	196893	SPCC1235.10c	CDS	WT_Sp1_EMM-N_medium_4h
III	196929	SPCC1235.10c	CDS	WT_Sp1_vegetative
III	295568	SPCC553.06	CDS	WT_Sp1_EMM-N_medium_4h
III	295570	SPCC553.06	CDS	WT_Sp1_vegetative
III	317621	SPCC736.04c	CDS	WT_Sp1_EMM-N_medium_4h
III	317622	SPCC736.04c	CDS	WT_Sp1_vegetative
III	336717	SPCC736.11	CDS	WT_Sp1_vegetative
III	336723	SPCC736.11	CDS	WT_Sp1_EMM-N_medium_4h
III	338596	SPCC736.12c	CDS	WT_Sp1_EMM-N_medium_4h
III	338599	SPCC736.12c	CDS	WT_Sp1_vegetative
III	341176	SPCC736.13	CDS	WT_Sp1_vegetative
III	341190	SPCC736.13	CDS	WT_Sp1_EMM-N_medium_4h
III	355446	SPCC594.01	CDS	WT_Sp1_EMM-N_medium_4h
III	355455	SPCC594.01	CDS	WT_Sp1_vegetative
III	356287	SPCC594.01	CDS	WT_Sp1_EMM-N_medium_4h
III	356341	SPCC594.01	CDS	WT_Sp1_vegetative
III	385292	SPCC1682.07	CDS	WT_Sp1_EMM-N_medium_4h
III	385659	SPCC1682.07	CDS	WT_Sp1_vegetative
III	385664	SPCC1682.07	CDS	WT_Sp1_EMM-N_medium_4h
III	386686	SPCC1682.08c	CDS	WT_Sp1_vegetative
III	386693	SPCC1682.08c	CDS	WT_Sp1_EMM-N_medium_4h
III	387437	SPCC1682.08c	CDS	WT_Sp1_EMM-N_medium_4h
III	387440	SPCC1682.08c	CDS	WT_Sp1_vegetative
III	390813	SPCC1682.10	INT	WT_Sp1_EMM-N_medium_4h
III	392757	SPCC1682.11c	CDS	WT_Sp1_vegetative
III	392761	SPCC1682.11c	CDS	WT_Sp1_EMM-N_medium_4h
III	395318	SPNCRNA.1137	5UTR	WT_Sp1_vegetative
III	404382	SPCC1682.15	CDS	WT_Sp1_EMM-N_medium_4h
III	414135	SPCC306.04c	CDS	WT_Sp1_EMM-N_medium_4h
III	414138	SPCC306.04c	CDS	WT_Sp1_vegetative
III	424244	SPCC306.09c	3UTR	WT_Sp1_vegetative
III	424249	SPCC306.09c	3UTR	WT_Sp1_EMM-N_medium_4h
III	431455	SPCC306.11	CDS	WT_Sp1_vegetative
III	431470	SPCC306.11	CDS	WT_Sp1_EMM-N_medium_4h
III	447743	SPCC4G3.12c	CDS	WT_Sp1_EMM-N_medium_4h
III	457237	SPCC4G3.09c	3UTR	WT_Sp1_EMM-N_medium_4h
III	465833	SPCC4G3.04c	CDS	WT_Sp1_vegetative
III	497384	SPCC970.08	CDS	WT_Sp1_EMM-N_medium_4h
III	497392	SPCC970.08	CDS	WT_Sp1_vegetative
III	498963	SPCC970.08	CDS	WT_Sp1_EMM-N_medium_4h
III	498976	SPCC970.08	CDS	WT_Sp1_vegetative
III	499441	SPCC970.08	CDS	WT_Sp1_EMM-N_medium_4h
III	499443	SPCC970.08	CDS	WT_Sp1_vegetative
III	503880	SPCC970.06	CDS	WT_Sp1_vegetative
III	556703	SPCC962.06c	CDS	WT_Sp1_EMM-N_medium_4h
III	556709	SPCC962.06c	CDS	WT_Sp1_vegetative
III	574481	SPCC1672.06c	5UTR	WT_Sp1_EMM-N_medium_4h
III	581001	SPCC1672.09	CDS	WT_Sp1_EMM-N_medium_4h
III	587064	SPCC1672.11c	CDS	WT_Sp1_EMM-N_medium_4h
III	588259	SPCC1672.11c	CDS	WT_Sp1_EMM-N_medium_4h
III	588261	SPCC1672.11c	CDS	WT_Sp1_vegetative
III	589238	SPCC1672.11c	CDS	WT_Sp1_vegetative
III	608135	SPCC1183.07	CDS	WT_Sp1_EMM-N_medium_4h
III	613405	SPCC1183.09c	CDS	WT_Sp1_EMM-N_medium_4h
III	620265	SPCC1183.11	CDS	WT_Sp1_EMM-N_medium_4h
III	622986	SPCC1183.11	CDS	WT_Sp1_vegetative
III	622998	SPCC1183.11	CDS	WT_Sp1_EMM-N_medium_4h
III	664826	SPCC16C4.03	CDS	WT_Sp1_vegetative
III	664828	SPCC16C4.03	CDS	WT_Sp1_EMM-N_medium_4h
III	674451	SPCC16C4.07	CDS	WT_Sp1_vegetative
III	674568	SPCC16C4.07	CDS	WT_Sp1_EMM-N_medium_4h
III	680745	SPCC16C4.09	CDS	WT_Sp1_vegetative
III	680752	SPCC16C4.09	CDS	WT_Sp1_EMM-N_medium_4h
III	686532	SPCC16C4.10	CDS	WT_Sp1_vegetative
III	701167	SPCC16C4.18c	CDS	WT_Sp1_vegetative
III	701180	SPCC16C4.18c	CDS	WT_Sp1_EMM-N_medium_4h
III	709497	SPCC18B5.01c	CDS	WT_Sp1_vegetative
III	714480	SPCC18B5.01c	5UTR	WT_Sp1_vegetative
III	722533	SPCC18B5.03	CDS	WT_Sp1_vegetative
III	723206	SPCC18B5.03	CDS	WT_Sp1_EMM-N_medium_4h
III	723206	SPCC18B5.03	CDS	WT_Sp1_vegetative
III	741068	SPNCRNA.1155	5UTR	WT_Sp1_EMM-N_medium_4h
III	744627	SPCC14G10.02	CDS	WT_Sp1_vegetative
III	750646	SPCC14G10.04	CDS	WT_Sp1_EMM-N_medium_4h
III	750649	SPCC14G10.04	CDS	WT_Sp1_vegetative
III	760501	SPCC1020.10	CDS	WT_Sp1_vegetative
III	760543	SPCC1020.10	CDS	WT_Sp1_EMM-N_medium_4h
III	775622	SPCC1020.05	CDS	WT_Sp1_EMM-N_medium_4h
III	783137	SPCC1020.04c	CDS	WT_Sp1_vegetative
III	783148	SPCC1020.04c	CDS	WT_Sp1_EMM-N_medium_4h
III	784390	SPCC1020.03	CDS	WT_Sp1_EMM-N_medium_4h
III	790162	SPCC1020.02	CDS	WT_Sp1_EMM-N_medium_4h
III	790166	SPCC1020.02	CDS	WT_Sp1_vegetative
III	795116	SPCC1020.01c	CDS	WT_Sp1_vegetative
III	795124	SPCC1020.01c	CDS	WT_Sp1_EMM-N_medium_4h
III	797821	SPCC1393.02c	CDS	WT_Sp1_EMM-N_medium_4h
III	811773	SPCC1393.08	5UTR	WT_Sp1_vegetative
III	842565	SPCC63.04	CDS	WT_Sp1_vegetative
III	842589	SPCC63.04	CDS	WT_Sp1_EMM-N_medium_4h
III	844910	SPCC63.05	CDS	WT_Sp1_EMM-N_medium_4h
III	844918	SPCC63.05	CDS	WT_Sp1_vegetative
III	851238	SPCC63.08c	CDS	WT_Sp1_EMM-N_medium_4h
III	858530	SPCC63.11	CDS	WT_Sp1_EMM-N_medium_4h
III	858537	SPCC63.11	CDS	WT_Sp1_vegetative
III	868868	SPCC16A11.01	CDS	WT_Sp1_vegetative
III	868871	SPCC16A11.01	CDS	WT_Sp1_EMM-N_medium_4h
III	903077	SPCC16A11.17	CDS	WT_Sp1_EMM-N_medium_4h
III	913389	SPCC24B10.07	CDS	WT_Sp1_EMM-N_medium_4h
III	913389	SPCC24B10.07	CDS	WT_Sp1_vegetative
III	932082	SPCC24B10.18	CDS	WT_Sp1_vegetative
III	933394	SPCC24B10.19c	CDS	WT_Sp1_EMM-N_medium_4h
III	933405	SPCC24B10.19c	CDS	WT_Sp1_vegetative
III	953441	SPCPB16A4.05c	CDS	WT_Sp1_EMM-N_medium_4h
III	1012502	SPCC895.07	CDS	WT_Sp1_EMM-N_medium_4h
III	1012507	SPCC895.07	CDS	WT_Sp1_vegetative
III	1014909	SPCC895.08c	CDS	WT_Sp1_EMM-N_medium_4h
III	1023308	SPCC825.01	CDS	WT_Sp1_EMM-N_medium_4h
III	1027894	SPCC825.02	3UTR	WT_Sp1_EMM-N_medium_4h
III	1027906	SPCC825.02	3UTR	WT_Sp1_vegetative
III	1148810	SPCC4B3.15	CDS	WT_Sp1_EMM-N_medium_4h
III	1148839	SPCC4B3.15	CDS	WT_Sp1_vegetative
III	1160569	SPCC4B3.09c	INT	WT_Sp1_EMM-N_medium_4h
III	1160569	SPCC4B3.09c	INT	WT_Sp1_vegetative
III	1167649	SPCC4B3.05c	CDS	WT_Sp1_EMM-N_medium_4h
III	1169619	SPCC4B3.04c	CDS	WT_Sp1_vegetative
III	1169622	SPCC4B3.04c	CDS	WT_Sp1_EMM-N_medium_4h
III	1172149	SPCC4B3.04c	CDS	WT_Sp1_EMM-N_medium_4h
III	1207693	SPCC550.11	CDS	WT_Sp1_EMM-N_medium_4h
III	1207714	SPCC550.11	CDS	WT_Sp1_vegetative
III	1214463	SPCC550.13	CDS	WT_Sp1_EMM-N_medium_4h
III	1214471	SPCC550.13	CDS	WT_Sp1_vegetative
III	1218201	SPCC550.14	CDS	WT_Sp1_EMM-N_medium_4h
III	1231557	SPCC645.03c	CDS	WT_Sp1_vegetative
III	1231562	SPCC645.03c	CDS	WT_Sp1_EMM-N_medium_4h
III	1242772	SPNCRNA.1181	5UTR	WT_Sp1_vegetative
III	1242789	SPNCRNA.1181	5UTR	WT_Sp1_EMM-N_medium_4h
III	1245674	SPCC645.07	CDS	WT_Sp1_EMM-N_medium_4h
III	1245845	SPCC645.07	CDS	WT_Sp1_vegetative
III	1250347	SPCC645.08c	CDS	WT_Sp1_EMM-N_medium_4h
III	1250354	SPCC645.08c	CDS	WT_Sp1_vegetative
III	1254683	SPCC645.09	CDS	WT_Sp1_vegetative
III	1279617	SPCC23B6.04c	CDS	WT_Sp1_vegetative
III	1279641	SPCC23B6.04c	CDS	WT_Sp1_EMM-N_medium_4h
III	1290181	SPCC1322.03	CDS	WT_Sp1_EMM-N_medium_4h
III	1290191	SPCC1322.03	CDS	WT_Sp1_vegetative
III	1306270	SPCC1322.09	CDS	WT_Sp1_vegetative
III	1306275	SPCC1322.09	CDS	WT_Sp1_EMM-N_medium_4h
III	1321674	SPCC1322.15	CDS	WT_Sp1_EMM-N_medium_4h
III	1326175	SPCC132.01c	CDS	WT_Sp1_EMM-N_medium_4h
III	1327537	SPCC132.01c	CDS	WT_Sp1_vegetative
III	1327538	SPCC132.01c	CDS	WT_Sp1_EMM-N_medium_4h
III	1334713	SPCC132.04c	CDS	WT_Sp1_vegetative
III	1334833	SPCC132.04c	CDS	WT_Sp1_EMM-N_medium_4h
III	1362773	SPCC338.07c	CDS	WT_Sp1_vegetative
III	1362775	SPCC338.07c	CDS	WT_Sp1_EMM-N_medium_4h
III	1367411	SPCC338.05c	INT	WT_Sp1_vegetative
III	1373754	SPCC1281.01	5UTR	WT_Sp1_EMM-N_medium_4h
III	1373773	SPCC1281.01	5UTR	WT_Sp1_vegetative
III	1379593	SPCC1281.01	CDS	WT_Sp1_EMM-N_medium_4h
III	1398277	SPCC1281.07c	CDS	WT_Sp1_EMM-N_medium_4h
III	1429639	SPCC622.15c	CDS	WT_Sp1_EMM-N_medium_4h
III	1429653	SPCC622.15c	CDS	WT_Sp1_vegetative
III	1450909	SPCC61.05	CDS	WT_Sp1_EMM-N_medium_4h
III	1451858	SPNCRNA.1197	3UTR	WT_Sp1_EMM-N_medium_4h
III	1464970	SPCC11E10.07c	CDS	WT_Sp1_EMM-N_medium_4h
III	1465021	SPCC11E10.07c	CDS	WT_Sp1_vegetative
III	1492075	SPCC188.08c	CDS	WT_Sp1_vegetative
III	1492081	SPCC188.08c	CDS	WT_Sp1_EMM-N_medium_4h
III	1521745	SPCC584.15c	CDS	WT_Sp1_vegetative
III	1521746	SPCC584.15c	CDS	WT_Sp1_EMM-N_medium_4h
III	1556685	SPCC162.11c	CDS	WT_Sp1_vegetative
III	1561304	SPCC162.09c	5UTR	WT_Sp1_vegetative
III	1563381	SPCC162.09c	CDS	WT_Sp1_EMM-N_medium_4h
III	1563385	SPCC162.09c	CDS	WT_Sp1_vegetative
III	1567098	SPNCRNA.1206	3UTR	WT_Sp1_EMM-N_medium_4h
III	1572253	SPCC162.07	CDS	WT_Sp1_vegetative
III	1600764	SPCC777.02	CDS	WT_Sp1_vegetative
III	1600766	SPCC777.02	CDS	WT_Sp1_EMM-N_medium_4h
III	1627724	SPCC663.01c	CDS	WT_Sp1_vegetative
III	1627729	SPCC663.01c	CDS	WT_Sp1_EMM-N_medium_4h
III	1639778	SPCC663.03	CDS	WT_Sp1_EMM-N_medium_4h
III	1639830	SPCC663.03	CDS	WT_Sp1_vegetative
III	1642219	SPCC663.18	3UTR	WT_Sp1_vegetative
III	1642220	SPCC663.18	3UTR	WT_Sp1_EMM-N_medium_4h
III	1649475	SPCC663.09c	3UTR	WT_Sp1_vegetative
III	1652347	SPNCRNA.1214	3UTR	WT_Sp1_EMM-N_medium_4h
III	1652351	SPNCRNA.1214	3UTR	WT_Sp1_vegetative
III	1667540	SPCC1902.01	CDS	WT_Sp1_EMM-N_medium_4h
III	1667699	SPCC1902.01	CDS	WT_Sp1_vegetative
III	1668461	SPCC1902.01	CDS	WT_Sp1_vegetative
III	1736678	SPCC1450.07c	CDS	WT_Sp1_EMM-N_medium_4h
III	1737731	SPCC1450.07c	5UTR	WT_Sp1_EMM-N_medium_4h
III	1749128	SPCC1450.11c	CDS	WT_Sp1_vegetative
III	1749141	SPCC1450.11c	CDS	WT_Sp1_EMM-N_medium_4h
III	1755271	SPCC1450.12	CDS	WT_Sp1_EMM-N_medium_4h
III	1755275	SPCC1450.12	CDS	WT_Sp1_vegetative
III	1756228	SPCC1450.12	CDS	WT_Sp1_vegetative
III	1760898	SPCC1450.14c	CDS	WT_Sp1_vegetative
III	1762162	SPCC1450.15	CDS	WT_Sp1_EMM-N_medium_4h
III	1762742	SPCC1450.15	CDS	WT_Sp1_EMM-N_medium_4h
III	1762746	SPCC1450.15	CDS	WT_Sp1_vegetative
III	1763482	SPCC1450.16c	INT	WT_Sp1_EMM-N_medium_4h
III	1779433	SPCC1442.06	3UTR	WT_Sp1_EMM-N_medium_4h
III	1779435	SPCC1442.06	3UTR	WT_Sp1_vegetative
III	1784805	SPCC1442.09	CDS	WT_Sp1_vegetative
III	1784811	SPCC1442.09	CDS	WT_Sp1_EMM-N_medium_4h
III	1785188	SPCC1442.09	CDS	WT_Sp1_EMM-N_medium_4h
III	1789651	SPCC1442.12	CDS	WT_Sp1_EMM-N_medium_4h
III	1793071	SPCC1442.14c	CDS	WT_Sp1_vegetative
III	1793073	SPCC1442.14c	CDS	WT_Sp1_EMM-N_medium_4h
III	1820588	SPCC285.13c	CDS	WT_Sp1_EMM-N_medium_4h
III	1820597	SPCC285.13c	CDS	WT_Sp1_vegetative
III	1836109	SPCC1223.01	CDS	WT_Sp1_EMM-N_medium_4h
III	1836139	SPCC1223.01	CDS	WT_Sp1_vegetative
III	1872284	SPCC1223.13	CDS	WT_Sp1_vegetative
III	1872463	SPCC1223.13	CDS	WT_Sp1_EMM-N_medium_4h
III	1883167	SPCC297.05	CDS	WT_Sp1_EMM-N_medium_4h
III	1883176	SPCC297.05	CDS	WT_Sp1_vegetative
III	1884387	SPCC297.05	CDS	WT_Sp1_EMM-N_medium_4h
III	1884390	SPCC297.05	CDS	WT_Sp1_vegetative
III	1898515	SPCC737.07c	CDS	WT_Sp1_vegetative
III	1916708	SPCC737.09c	CDS	WT_Sp1_vegetative
III	1927652	SPCC74.02c	CDS	WT_Sp1_EMM-N_medium_4h
III	1927683	SPCC74.02c	INT	WT_Sp1_vegetative
III	1944712	SPCC74.06	CDS	WT_Sp1_EMM-N_medium_4h
III	1945750	SPCC74.06	CDS	WT_Sp1_EMM-N_medium_4h
III	1949062	SPCC18.01c	CDS	WT_Sp1_vegetative
III	1949685	SPCC18.01c	CDS	WT_Sp1_vegetative
III	1957642	SPCC18.03	CDS	WT_Sp1_vegetative
III	1957676	SPCC18.03	CDS	WT_Sp1_EMM-N_medium_4h
III	1965950	SPCC18.06c	CDS	WT_Sp1_vegetative
III	1965953	SPCC18.06c	CDS	WT_Sp1_EMM-N_medium_4h
III	1989692	SPCC18.18c	CDS	WT_Sp1_EMM-N_medium_4h
III	1989800	SPCC18.18c	CDS	WT_Sp1_vegetative
III	1990838	SPCC18.18c	5UTR	WT_Sp1_vegetative
III	1990841	SPCC18.18c	5UTR	WT_Sp1_EMM-N_medium_4h
III	2002757	SPNCRNA.1252	3UTR	WT_Sp1_EMM-N_medium_4h
III	2003111	SPNCRNA.1252	3UTR	WT_Sp1_EMM-N_medium_4h
III	2015896	SPCC1906.02c	CDS	WT_Sp1_EMM-N_medium_4h
III	2015911	SPCC1906.02c	CDS	WT_Sp1_vegetative
III	2025597	SPCC1739.01	CDS	WT_Sp1_EMM-N_medium_4h
III	2025600	SPCC1739.01	CDS	WT_Sp1_vegetative
III	2026083	SPCC1739.01	CDS	WT_Sp1_EMM-N_medium_4h
III	2026088	SPCC1739.01	CDS	WT_Sp1_vegetative
III	2048328	SPCC1739.10	CDS	WT_Sp1_EMM-N_medium_4h
III	2048329	SPCC1739.10	CDS	WT_Sp1_vegetative
III	2080405	SPCC576.01c	CDS	WT_Sp1_vegetative
III	2112732	SPNCRNA.1263	5UTR	WT_Sp1_EMM-N_medium_4h
III	2128402	SPCC126.07c	CDS	WT_Sp1_vegetative
III	2132690	SPCC126.09	CDS	WT_Sp1_EMM-N_medium_4h
III	2156415	SPCC1620.07c	CDS	WT_Sp1_vegetative
III	2160262	SPCC1620.08	CDS	WT_Sp1_vegetative
III	2161792	SPCC1620.09c	CDS	WT_Sp1_EMM-N_medium_4h
III	2162821	SPCC1620.09c	CDS	WT_Sp1_EMM-N_medium_4h
III	2162822	SPCC1620.09c	CDS	WT_Sp1_vegetative
III	2169419	SPCC1620.12c	CDS	WT_Sp1_vegetative
III	2169422	SPCC1620.12c	CDS	WT_Sp1_EMM-N_medium_4h
III	2176504	SPCC1620.14c	CDS	WT_Sp1_vegetative
III	2176581	SPCC1620.14c	CDS	WT_Sp1_EMM-N_medium_4h
III	2184585	SPCC830.03	CDS	WT_Sp1_vegetative
III	2195027	SPCC830.07c	CDS	WT_Sp1_EMM-N_medium_4h
III	2195038	SPCC830.07c	CDS	WT_Sp1_vegetative
III	2196581	SPCC830.08c	INT	WT_Sp1_vegetative
III	2207860	SPCC1919.03c	CDS	WT_Sp1_EMM-N_medium_4h
