Chromosome	m1A peak middle position	RefSeq ID	Segment	Cell
chrX	151907069	NM_021523	CDS	Liver
chrX	152002348	NM_016763	CDS	Liver
chrX	152272800	NM_013668	CDS	Liver
chrX	152273255	NM_013668	3UTR	Liver
chrX	152342262	NM_029836	CDS	Liver
chrX	159532776	NM_001033472	5UTR	Liver
chrX	162888308	NM_025932	5UTR	Liver
chrX	169320173	NM_008222	5UTR	Liver
chrY	90785860	NM_133362	CDS	Liver
chrY	90793413	NM_133362	CDS	Liver
chr1	9748236	NM_173443	5UTR	MEF
chr1	15805724	NM_009352	CDS	MEF
chr1	33814446	NM_133817	5UTR	MEF
chr1	36445146	NM_001013374	CDS	MEF
chr1	36691648	NM_009942	CDS	MEF
chr1	37998236	NM_198303	5UTR	MEF
chr1	39535863	NM_028043	CDS	MEF
chr1	39577194	NM_001033135	CDS	MEF
chr1	39997084	NM_008696	CDS	MEF
chr1	55006315	NM_031179	CDS	MEF
chr1	55086904	NM_010477	CDS	MEF
chr1	62738365	NM_001077406	CDS	MEF
chr1	63177228	NM_018796	CDS	MEF
chr1	66817482	NM_177645	5UTR	MEF
chr1	71557256	NM_026195	CDS	MEF
chr1	71598435	NM_001276409	CDS	MEF
chr1	71599346	NM_001276409	CDS	MEF
chr1	71610996	NM_001276409	CDS	MEF
chr1	71612570	NM_001276409	CDS	MEF
chr1	71642075	NM_001276409	CDS	MEF
chr1	74391863	NM_153088	5UTR	MEF
chr1	77369453	NM_007936	3UTR	MEF
chr1	84814947	NM_133975	5UTR	MEF
chr1	84839277	NM_133975	5UTR	MEF
chr1	86350865	NM_010880	CDS	MEF
chr1	86526857	NM_008972	5UTR	MEF
chr1	86529213	NM_008972	CDS	MEF
chr1	86529740	NM_008972	CDS	MEF
chr1	90776043	NM_001243009	CDS	MEF
chr1	90785911	NM_001243009	CDS	MEF
chr1	90791969	NM_001243009	CDS	MEF
chr1	90792449	NM_001243009	CDS	MEF
chr1	91494789	NM_028718	CDS	MEF
chr1	93343696	NM_023200	CDS	MEF
chr1	106759607	NM_027534	CDS	MEF
chr1	118300916	NM_011650	CDS	MEF
chr1	119053482	NM_001081125	5UTR	MEF
chr1	119421142	NM_008381	5UTR	MEF
chr1	125435434	NM_023735	5UTR	MEF
chr1	131910619	NM_175294	5UTR	MEF
chr1	135430367	NM_153774	CDS	MEF
chr1	135766225	NM_013750	5UTR	MEF
chr1	136034668	NM_025439	3UTR	MEF
chr1	143702659	NM_145991	5UTR	MEF
chr1	143739677	NM_001038592	CDS	MEF
chr1	150455720	NM_021400	CDS	MEF
chr1	152766741	NM_026369	CDS	MEF
chr1	155417284	NM_011273	5UTR	MEF
chr1	155558244	NM_028250	5UTR	MEF
chr1	156559011	NM_009595	5UTR	MEF
chr1	160906530	NM_001024952	5UTR	MEF
chr1	162697660	NM_001081290	CDS	MEF
chr1	162740436	NM_001081290	5UTR	MEF
chr1	163930156	NM_028776	5UTR	MEF
chr1	165460359	NM_028759	5UTR	MEF
chr1	167226421	NM_030724	CDS	MEF
chr1	170215232	NM_010633	CDS	MEF
chr1	175692474	NM_010098	CDS	MEF
chr1	178337218	NM_016805	CDS	MEF
chr1	178337659	NM_016805	5UTR	MEF
chr1	179803503	NM_026375	5UTR	MEF
chr1	180851247	NM_145943	CDS	MEF
chr1	182019763	NM_008680	5UTR	MEF
chr1	182409274	NM_173378	5UTR	MEF
chr1	183297437	NM_181732	5UTR	MEF
chr1	191575748	NM_178632	5UTR	MEF
chr1	191718526	NM_001134829	CDS	MEF
chr1	192100950	NM_144814	CDS	MEF
chr2	13574452	NM_011701	CDS	MEF
chr2	18064719	NM_001252561	5UTR	MEF
chr2	25211303	NM_021393	5UTR	MEF
chr2	25557969	NM_021519	CDS	MEF
chr2	25574793	NM_029293	CDS	MEF
chr2	26351954	NM_001139504	CDS	MEF
chr2	26933340	NM_011512	5UTR	MEF
chr2	27886657	NM_015734	5UTR	MEF
chr2	28010216	NM_015734	CDS	MEF
chr2	28011290	NM_015734	CDS	MEF
chr2	29802811	NM_011989	5UTR	MEF
chr2	29869614	NM_207298	CDS	MEF
chr2	30071529	NM_023871	3UTR	MEF
chr2	30286456	NM_198304	CDS	MEF
chr2	30845431	NM_009116	5UTR	MEF
chr2	31141903	NM_019406	5UTR	MEF
chr2	31572880	NM_001033389	CDS	MEF
chr2	31760003	NM_009594	5UTR	MEF
chr2	32312292	NR_125959	ncRNA	MEF
chr2	32712687	NM_130860	5UTR	MEF
chr2	32876268	NM_146119	5UTR	MEF
chr2	34406999	NM_177345	5UTR	MEF
chr2	34772265	NM_022310	5UTR	MEF
chr2	35200884	NM_026697	5UTR	MEF
chr2	38287228	NM_146122	5UTR	MEF
chr2	45113297	NR_110572	ncRNA	MEF
chr2	49451613	NM_172663	5UTR	MEF
chr2	60210018	NM_020575	5UTR	MEF
chr2	69897508	NM_177783	CDS	MEF
chr2	75662884	NR_033513	ncRNA	MEF
chr2	75832354	NM_172666	CDS	MEF
chr2	80581044	NM_016965	5UTR	MEF
chr2	84650573	NM_007615	5UTR	MEF
chr2	84670098	NM_001037279	CDS	MEF
chr2	84715087	NM_144887	5UTR	MEF
chr2	84936722	NM_021398	5UTR	MEF
chr2	85062176	NM_001081260	CDS	MEF
chr2	85063527	NM_001081260	CDS	MEF
chr2	91730276	NM_172669	5UTR	MEF
chr2	94438062	NM_007466	5UTR	MEF
chr2	102400293	NM_020267	CDS	MEF
chr2	112367903	NM_026519	CDS	MEF
chr2	112493064	NM_028844	CDS	MEF
chr2	113832588	NM_181416	3UTR	MEF
chr2	113848187	NM_181416	5UTR	MEF
chr2	116063323	NM_010825	CDS	MEF
chr2	118112001	NM_011580	5UTR	MEF
chr2	118745898	NM_001301269	5UTR	MEF
chr2	118814264	NM_026412	CDS	MEF
chr2	119374413	NM_026574	CDS	MEF
chr2	120154435	NM_133838	CDS	MEF
chr2	120563748	NM_011743	5UTR	MEF
chr2	121414099	NM_007952	CDS	MEF
chr2	121457216	NM_026318	CDS	MEF
chr2	122028687	NM_144545	CDS	MEF
chr2	122702198	NM_011774	CDS	MEF
chr2	122702536	NM_011774	5UTR	MEF
chr2	125123501	NM_001162418	CDS	MEF
chr2	125505646	NM_007993	5UTR	MEF
chr2	126034725	NM_008008	5UTR	MEF
chr2	126675439	NR_073183	ncRNA	MEF
chr2	127209118	NM_177214	CDS	MEF
chr2	130450452	NM_001163688	5UTR	MEF
chr2	130840062	NM_029432	5UTR	MEF
chr2	131262681	NM_153501	CDS	MEF
chr2	143988837	NM_133626	CDS	MEF
chr2	144011126	NM_133626	5UTR	MEF
chr2	151494354	NM_198326	CDS	MEF
chr2	151542674	NM_001302080	5UTR	MEF
chr2	153346270	NM_001039939	5UTR	MEF
chr2	153741353	NM_007896	5UTR	MEF
chr2	154657138	NM_029362	5UTR	MEF
chr2	154791451	NM_023130	5UTR	MEF
chr2	155068989	NM_016661	CDS	MEF
chr2	155692257	NM_001163452	CDS	MEF
chr2	155826580	NM_010579	5UTR	MEF
chr2	156144527	NM_025946	CDS	MEF
chr2	156312357	NM_020255	5UTR	MEF
chr2	158409983	NM_001291138	5UTR	MEF
chr2	162931626	NM_026499	5UTR	MEF
chr2	163995262	NM_018753	5UTR	MEF
chr2	164431296	NM_011521	CDS	MEF
chr2	167689152	NM_001287739	5UTR	MEF
chr2	167689878	NM_009883	CDS	MEF
chr2	168206946	NM_009628	5UTR	MEF
chr2	173000286	NM_175112	5UTR	MEF
chr2	173659987	NM_024436	5UTR	MEF
chr2	174330262	NM_001077510	5UTR	MEF
chr2	174345756	NM_022000	3UTR	MEF
chr2	174346036	NM_022000	3UTR	MEF
chr2	174415893	NM_020580	CDS	MEF
chr2	180589552	NM_031373	CDS	MEF
chr2	180659557	NM_175551	CDS	MEF
chr2	180687618	NR_111965	ncRNA	MEF
chr3	9447333	NM_133218	CDS	MEF
chr3	10015106	NM_010634	CDS	MEF
chr3	16183355	NM_001145919	5UTR	MEF
chr3	32529601	NM_024200	5UTR	MEF
chr3	35974082	NM_023644	CDS	MEF
chr3	36066170	NM_172678	CDS	MEF
chr3	36863235	NM_172679	5UTR	MEF
chr3	38484751	NM_001167883	5UTR	MEF
chr3	41082827	NM_027558	CDS	MEF
chr3	51416219	NM_053089	5UTR	MEF
chr3	51560590	NM_080793	5UTR	MEF
chr3	54807507	NM_133231	CDS	MEF
chr3	56183441	NM_030595	5UTR	MEF
chr3	66225130	NM_008987	CDS	MEF
chr3	69126878	NM_008467	5UTR	MEF
chr3	75956568	NM_175193	5UTR	MEF
chr3	79591479	NM_026352	CDS	MEF
chr3	83766470	NM_009144	5UTR	MEF
chr3	87174577	NM_001170985	5UTR	MEF
chr3	88167683	NM_133665	CDS	MEF
chr3	88486591	NM_001111102	CDS	MEF
chr3	88486886	NM_001111102	CDS	MEF
chr3	88503175	NM_001111102	5UTR	MEF
chr3	88588051	NM_025448	3UTR	MEF
chr3	89164941	NM_001163432	5UTR	MEF
chr3	89393141	NM_009565	5UTR	MEF
chr3	89430609	NM_001293768	5UTR	MEF
chr3	89773684	NM_027315	5UTR	MEF
chr3	90009227	NM_028475	CDS	MEF
chr3	90099608	NM_001271764	3UTR	MEF
chr3	90248244	NM_013901	5UTR	MEF
chr3	90260991	NM_028881	CDS	MEF
chr3	90387352	NM_011988	CDS	MEF
chr3	90406285	NM_178876	CDS	MEF
chr3	90500054	NM_023215	CDS	MEF
chr3	90613213	NM_011313	5UTR	MEF
chr3	93520538	NM_016740	5UTR	MEF
chr3	94582360	NM_029721	CDS	MEF
chr3	95204652	NM_029885	CDS	MEF
chr3	95894153	NM_146104	5UTR	MEF
chr3	95929370	NM_023210	5UTR	MEF
chr3	95945242	NM_023210	CDS	MEF
chr3	96173997	NM_153053	CDS	MEF
chr3	96268894	NM_178215	CDS	MEF
chr3	96629993	NM_001102407	CDS	MEF
chr3	96663460	NM_001302471	3UTR	MEF
chr3	96727760	NM_026406	5UTR	MEF
chr3	98146567	NM_010928	CDS	MEF
chr3	101377163	NM_207205	5UTR	MEF
chr3	103171839	NM_026602	CDS	MEF
chr3	103791166	NM_010432	5UTR	MEF
chr3	104638761	NM_009196	5UTR	MEF
chr3	104792000	NM_007484	CDS	MEF
chr3	105958883	NM_001304719	5UTR	MEF
chr3	107696349	NM_145542	5UTR	MEF
chr3	107760131	NM_007778	5UTR	MEF
chr3	108445059	NM_001204979	CDS	MEF
chr3	108904454	NM_025845	CDS	MEF
chr3	119783318	NM_019550	5UTR	MEF
chr3	126597331	NM_001025438	5UTR	MEF
chr3	126965033	NM_178655	CDS	MEF
chr3	127837275	NM_145964	5UTR	MEF
chr3	129200094	NM_001286942	5UTR	MEF
chr3	129830750	NM_026578	CDS	MEF
chr3	129878833	NR_104611	ncRNA	MEF
chr3	130730217	NM_026724	5UTR	MEF
chr3	135212649	NM_173762	5UTR	MEF
chr3	136670699	NM_008913	5UTR	MEF
chr3	141828681	NM_009472	3UTR	MEF
chr3	144570033	NM_011828	5UTR	MEF
chr3	144570761	NM_053102	CDS	MEF
chr3	145576593	NM_001081094	CDS	MEF
chr3	145649408	NM_010516	CDS	MEF
chr3	145649853	NM_010516	5UTR	MEF
chr3	146404760	NM_001253768	5UTR	MEF
chr4	8535796	NM_021518	5UTR	MEF
chr4	16163423	NM_138952	5UTR	MEF
chr4	34882854	NM_013889	CDS	MEF
chr4	35218831	NM_001081343	CDS	MEF
chr4	41720849	NM_016890	CDS	MEF
chr4	43492911	NR_001460	ncRNA	MEF
chr4	43522773	NM_001277876	CDS	MEF
chr4	43523353	NM_001277876	CDS	MEF
chr4	43562199	NM_011602	5UTR	MEF
chr4	44152454	NM_175201	CDS	MEF
chr4	46451192	NM_130889	5UTR	MEF
chr4	46468726	NM_130889	CDS	MEF
chr4	46469952	NM_130889	CDS	MEF
chr4	46471442	NM_130889	CDS	MEF
chr4	46489396	NM_053179	CDS	MEF
chr4	47353348	NM_009370	CDS	MEF
chr4	57951878	NM_011660	CDS	MEF
chr4	59805979	NM_172468	5UTR	MEF
chr4	70410319	NM_145990	5UTR	MEF
chr4	86575799	NM_178376	5UTR	MEF
chr4	89137480	NM_024433	5UTR	MEF
chr4	95050086	NM_010591	3UTR	MEF
chr4	105109874	NM_178143	5UTR	MEF
chr4	106911708	NM_023672	5UTR	MEF
chr4	107253387	NM_029985	5UTR	MEF
chr4	108460120	NM_175472	5UTR	MEF
chr4	109000813	NM_146150	5UTR	MEF
chr4	115785105	NM_181040	CDS	MEF
chr4	117155087	NM_009098	CDS	MEF
chr4	117883336	NR_045570	ncRNA	MEF
chr4	118291287	NM_011213	5UTR	MEF
chr4	118437126	NM_023223	5UTR	MEF
chr4	118620930	NM_026932	5UTR	MEF
chr4	119294378	NM_011732	5UTR	MEF
chr4	120947420	NM_001005788	CDS	MEF
chr4	123283073	NM_130881	5UTR	MEF
chr4	123917626	NM_017475	CDS	MEF
chr4	124700815	NM_010213	5UTR	MEF
chr4	127021792	NR_045010	ncRNA	MEF
chr4	128962372	NM_001301841	5UTR	MEF
chr4	129008124	NM_016895	CDS	MEF
chr4	129190001	NM_134151	CDS	MEF
chr4	129513793	NM_010807	5UTR	MEF
chr4	129534705	NM_008228	CDS	MEF
chr4	129741936	NR_045036	ncRNA	MEF
chr4	129742196	NR_045036	ncRNA	MEF
chr4	129820510	NM_008974	5UTR	MEF
chr4	131900533	NR_102393	ncRNA	MEF
chr4	133061446	NM_146155	5UTR	MEF
chr4	133194672	NM_153423	CDS	MEF
chr4	133967860	NM_016957	5UTR	MEF
chr4	134759048	NM_145554	CDS	MEF
chr4	135873751	NM_026383	5UTR	MEF
chr4	136602575	NM_133872	CDS	MEF
chr4	137468878	NM_008305	CDS	MEF
chr4	137535473	NM_008305	CDS	MEF
chr4	138304968	NM_007838	CDS	MEF
chr4	139477197	NM_001160319	CDS	MEF
chr4	140544377	NM_001112723	CDS	MEF
chr4	140702304	NM_173867	CDS	MEF
chr4	140721992	NM_173867	3UTR	MEF
chr4	141301340	NM_010139	5UTR	MEF
chr4	141463363	NM_009541	CDS	MEF
chr4	141664003	NM_001033150	5UTR	MEF
chr4	149150520	NM_001081274	3UTR	MEF
chr4	149381263	NM_022022	CDS	MEF
chr4	149485375	NM_026963	5UTR	MEF
chr4	150855170	NM_133753	5UTR	MEF
chr4	152104737	NR_104381	ncRNA	MEF
chr4	154012377	NM_201226	CDS	MEF
chr4	154020088	NM_201226	3UTR	MEF
chr4	155491481	NM_008142	5UTR	MEF
chr4	155657724	NM_145124	CDS	MEF
chr4	155847595	NM_010091	5UTR	MEF
chr4	155965923	NM_026125	CDS	MEF
chr5	3802954	NM_001289528	5UTR	MEF
chr5	3803279	NM_030675	5UTR	MEF
chr5	5694011	NM_001103157	5UTR	MEF
chr5	8056596	NM_001080974	CDS	MEF
chr5	20902379	NM_001080977	CDS	MEF
chr5	21055743	NM_011203	CDS	MEF
chr5	24030564	NM_053090	5UTR	MEF
chr5	24842310	NM_053075	5UTR	MEF
chr5	28389595	NM_028234	CDS	MEF
chr5	30869719	NM_144525	CDS	MEF
chr5	32153131	NM_008037	CDS	MEF
chr5	32459295	NM_172707	5UTR	MEF
chr5	33019015	NM_011738	5UTR	MEF
chr5	33261102	NM_013502	CDS	MEF
chr5	34370340	NM_001243123	CDS	MEF
chr5	36796462	NM_026242	CDS	MEF
chr5	47983305	NM_178804	5UTR	MEF
chr5	53590663	NM_001080927	5UTR	MEF
chr5	53809729	NM_144517	5UTR	MEF
chr5	65435745	NM_009466	5UTR	MEF
chr5	65537415	NM_016786	5UTR	MEF
chr5	73644422	NM_011890	CDS	MEF
chr5	74068326	NM_177561	5UTR	MEF
chr5	86804508	NM_177680	5UTR	MEF
chr5	88554576	NM_023054	5UTR	MEF
chr5	90759451	NM_009141	CDS	MEF
chr5	93093533	NM_001009818	5UTR	MEF
chr5	93267681	NM_007635	5UTR	MEF
chr5	99978652	NM_007516	5UTR	MEF
chr5	100083666	NM_182841	CDS	MEF
chr5	104459929	NM_008861	CDS	MEF
chr5	110653701	NM_027156	CDS	MEF
chr5	111330815	NM_001301644	5UTR	MEF
chr5	113764178	NM_016926	CDS	MEF
chr5	113771530	NM_016926	CDS	MEF
chr5	115103387	NM_001271591	CDS	MEF
chr5	115157985	NM_175403	CDS	MEF
chr5	115272442	NM_016698	5UTR	MEF
chr5	115300881	NM_019682	5UTR	MEF
chr5	115327304	NR_036616	ncRNA	MEF
chr5	115560889	NM_007475	CDS	MEF
chr5	117287493	NM_018858	CDS	MEF
chr5	118155327	NM_172721	CDS	MEF
chr5	121191285	NM_001109992	5UTR	MEF
chr5	121572132	NM_009656	CDS	MEF
chr5	121593476	NM_009656	CDS	MEF
chr5	122158474	NM_013636	5UTR	MEF
chr5	122371936	NM_026883	CDS	MEF
chr5	122501719	NR_027838	ncRNA	MEF
chr5	122707719	NM_011026	CDS	MEF
chr5	122821196	NM_021505	5UTR	MEF
chr5	122900289	NM_013910	5UTR	MEF
chr5	124346110	NM_013812	CDS	MEF
chr5	124540905	NM_019770	CDS	MEF
chr5	125340911	NM_001205082	5UTR	MEF
chr5	125476018	NM_030210	CDS	MEF
chr5	129020553	NM_009391	CDS	MEF
chr5	129501350	NM_172276	5UTR	MEF
chr5	134314545	NM_010365	5UTR	MEF
chr5	134518019	NM_009990	CDS	MEF
chr5	136084111	NM_133914	5UTR	MEF
chr5	137350278	NM_010144	5UTR	MEF
chr5	137607081	NM_008788	CDS	MEF
chr5	137786476	NM_144913	5UTR	MEF
chr5	140419556	NM_133916	CDS	MEF
chr5	142772254	NM_001122730	CDS	MEF
chr5	142903867	NM_007393	CDS	MEF
chr5	142905454	NM_007393	CDS	MEF
chr5	142970640	NM_007984	CDS	MEF
chr5	143403917	NM_025841	5UTR	MEF
chr5	143527891	NM_009007	5UTR	MEF
chr5	143909731	NM_001172146	5UTR	MEF
chr5	144100731	NM_001081109	CDS	MEF
chr5	147725865	NM_010228	5UTR	MEF
chr5	148352288	NM_001301424	CDS	MEF
chr5	149636122	NM_013559	5UTR	MEF
chr6	4505828	NM_007743	5UTR	MEF
chr6	4509628	NM_007743	CDS	MEF
chr6	4515649	NM_007743	CDS	MEF
chr6	4515995	NM_007743	CDS	MEF
chr6	4516938	NM_007743	CDS	MEF
chr6	4520855	NM_007743	CDS	MEF
chr6	4531320	NM_007743	CDS	MEF
chr6	4531931	NM_007743	CDS	MEF
chr6	4532775	NM_007743	CDS	MEF
chr6	4533829	NM_007743	CDS	MEF
chr6	4537955	NM_007743	CDS	MEF
chr6	4539548	NM_007743	CDS	MEF
chr6	4747067	NM_011360	CDS	MEF
chr6	15720809	NM_175088	5UTR	MEF
chr6	28480489	NM_019776	5UTR	MEF
chr6	29212215	NM_011829	5UTR	MEF
chr6	29433366	NM_001081185	5UTR	MEF
chr6	29443744	NM_001081185	CDS	MEF
chr6	30304299	NM_001169576	5UTR	MEF
chr6	30402048	NM_029742	CDS	MEF
chr6	34755799	NM_145575	CDS	MEF
chr6	35023292	NM_001164412	CDS	MEF
chr6	36809994	NM_008973	5UTR	MEF
chr6	38434092	NM_177185	5UTR	MEF
chr6	39420223	NM_018810	CDS	MEF
chr6	42350094	NM_001289619	5UTR	MEF
chr6	42350403	NM_001289619	CDS	MEF
chr6	42351620	NM_001289619	CDS	MEF
chr6	42356554	NM_001289619	CDS	MEF
chr6	47454409	NM_012042	5UTR	MEF
chr6	47594954	NM_007971	5UTR	MEF
chr6	51464503	NM_016806	CDS	MEF
chr6	51467283	NR_104468	ncRNA	MEF
chr6	51469762	NR_104468	ncRNA	MEF
chr6	55038129	NM_180678	CDS	MEF
chr6	55336799	NM_007472	CDS	MEF
chr6	67037310	NM_007836	5UTR	MEF
chr6	70791993	NM_009075	CDS	MEF
chr6	71440372	NM_024288	5UTR	MEF
chr6	71543970	NM_025783	5UTR	MEF
chr6	71818803	NM_025430	CDS	MEF
chr6	72370278	NM_001080742	CDS	MEF
chr6	72899696	NM_019715	5UTR	MEF
chr6	72957511	NM_001190327	3UTR	MEF
chr6	82652765	NM_025882	CDS	MEF
chr6	82742892	NM_013820	CDS	MEF
chr6	83115610	NM_020619	CDS	MEF
chr6	83190768	NM_001198866	CDS	MEF
chr6	85069390	NM_177077	CDS	MEF
chr6	86526055	NM_011865	5UTR	MEF
chr6	86733257	NM_011818	5UTR	MEF
chr6	89362491	NM_008881	5UTR	MEF
chr6	91684239	NM_009320	5UTR	MEF
chr6	94283178	NM_010367	CDS	MEF
chr6	98020355	NM_001113198	3UTR	MEF
chr6	100833790	NM_182939	5UTR	MEF
chr6	112723046	NM_080448	CDS	MEF
chr6	113624240	NM_009507	CDS	MEF
chr6	113702433	NM_001033463	CDS	MEF
chr6	117168666	NM_001012477	CDS	MEF
chr6	117173655	NM_021704	3UTR	MEF
chr6	117906971	NM_001166431	5UTR	MEF
chr6	119848070	NR_104484	ncRNA	MEF
chr6	120038547	NM_001185020	5UTR	MEF
chr6	124663215	NM_145130	CDS	MEF
chr6	124743868	NM_007881	CDS	MEF
chr6	124746483	NM_007881	CDS	MEF
chr6	124914017	NM_026988	3UTR	MEF
chr6	124917778	NM_026988	5UTR	MEF
chr6	124931516	NM_001170341	5UTR	MEF
chr6	124935860	NM_001170341	3UTR	MEF
chr6	125009757	NM_175557	5UTR	MEF
chr6	125460688	NM_007657	CDS	MEF
chr6	127139227	NM_009829	CDS	MEF
chr6	127146114	NM_009829	CDS	MEF
chr6	129533318	NM_020590	5UTR	MEF
chr6	131388265	NM_011733	5UTR	MEF
chr6	136808511	NM_177688	CDS	MEF
chr6	137509213	NM_007945	CDS	MEF
chr6	140623959	NM_001005605	CDS	MEF
chr6	145250130	NM_021284	5UTR	MEF
chr7	3694677	NM_001164205	CDS	MEF
chr7	13024538	NM_011588	5UTR	MEF
chr7	13037821	NM_145578	5UTR	MEF
chr7	15939607	NM_133831	CDS	MEF
chr7	15945970	NM_133831	CDS	MEF
chr7	16278456	NM_001136471	CDS	MEF
chr7	16387726	NM_019748	CDS	MEF
chr7	16875482	NM_001081655	CDS	MEF
chr7	19036767	NM_026605	CDS	MEF
chr7	24474339	NM_011113	CDS	MEF
chr7	24507296	NM_001290461	5UTR	MEF
chr7	25237614	NM_001031667	CDS	MEF
chr7	25244551	NM_010155	CDS	MEF
chr7	25282392	NM_027882	5UTR	MEF
chr7	27196006	NM_001290511	5UTR	MEF
chr7	28169795	NM_007991	5UTR	MEF
chr7	28174662	NM_007991	CDS	MEF
chr7	28351041	NM_013647	CDS	MEF
chr7	28811051	NM_177301	CDS	MEF
chr7	28962174	NM_021895	CDS	MEF
chr7	29160320	NM_182927	3UTR	MEF
chr7	29180420	NM_026545	CDS	MEF
chr7	30193968	NM_009795	CDS	MEF
chr7	34921458	NM_008820	CDS	MEF
chr7	38019405	NM_011274	5UTR	MEF
chr7	44543370	NM_011131	CDS	MEF
chr7	44815205	NR_033136	ncRNA	MEF
chr7	44816490	NR_033136	ncRNA	MEF
chr7	44869501	NM_133949	CDS	MEF
chr7	44978244	NR_045521	ncRNA	MEF
chr7	45018075	NM_009101	CDS	MEF
chr7	45126125	NM_009438	CDS	MEF
chr7	45128710	NM_009438	CDS	MEF
chr7	45376963	NR_126539	ncRNA	MEF
chr7	45459680	NM_010240	5UTR	MEF
chr7	45495115	NM_008749	CDS	MEF
chr7	45785680	NR_110987	ncRNA	MEF
chr7	45798434	NR_110987	ncRNA	MEF
chr7	45814199	NM_001112701	5UTR	MEF
chr7	46033857	NM_153057	CDS	MEF
chr7	65862346	NM_011048	CDS	MEF
chr7	66109606	NM_001081163	5UTR	MEF
chr7	79350754	NM_018811	CDS	MEF
chr7	89338673	NM_028343	5UTR	MEF
chr7	90130471	NM_146194	5UTR	MEF
chr7	90457130	NM_025460	5UTR	MEF
chr7	98076710	NM_001256083	CDS	MEF
chr7	99347128	NM_009825	CDS	MEF
chr7	99858801	NM_025668	CDS	MEF
chr7	105399940	NM_001242365	5UTR	MEF
chr7	108934556	NM_025344	CDS	MEF
chr7	111052420	NM_009431	CDS	MEF
chr7	116093432	NM_019772	5UTR	MEF
chr7	120842971	NM_007908	5UTR	MEF
chr7	120899462	NM_001267710	CDS	MEF
chr7	125707591	NM_207239	CDS	MEF
chr7	126487468	NM_001163713	CDS	MEF
chr7	126566203	NM_146200	5UTR	MEF
chr7	126587644	NM_138310	CDS	MEF
chr7	126786174	NM_019674	CDS	MEF
chr7	126792182	NM_019674	5UTR	MEF
chr7	126884561	NM_001163774	5UTR	MEF
chr7	127512134	NR_024331	ncRNA	MEF
chr7	127707514	NM_009746	CDS	MEF
chr7	127708603	NM_009746	5UTR	MEF
chr7	127972663	NM_139149	CDS	MEF
chr7	127980162	NM_139149	CDS	MEF
chr7	127981489	NM_139149	CDS	MEF
chr7	133709430	NM_025392	CDS	MEF
chr7	141010622	NM_025378	CDS	MEF
chr7	141228849	NM_001081118	5UTR	MEF
chr7	141447962	NM_026020	CDS	MEF
chr7	142576822	NR_001592	ncRNA	MEF
chr7	142577977	NR_130974	ncRNA	MEF
chr7	143052877	NM_133655	5UTR	MEF
chr8	8690406	NM_176849	5UTR	MEF
chr8	13159369	NM_010684	5UTR	MEF
chr8	14928892	NM_001037736	CDS	MEF
chr8	20297410	NR_030708	ncRNA	MEF
chr8	20424685	NR_028428	ncRNA	MEF
chr8	23237567	NM_024240	5UTR	MEF
chr8	23256866	NM_020585	5UTR	MEF
chr8	25840685	NM_011791	CDS	MEF
chr8	27042674	NM_001039078	CDS	MEF
chr8	33599841	NM_017374	5UTR	MEF
chr8	33653656	NM_010344	CDS	MEF
chr8	35495397	NM_026067	5UTR	MEF
chr8	36249202	NM_001081150	CDS	MEF
chr8	45037025	NM_001081286	CDS	MEF
chr8	45051250	NM_001081286	CDS	MEF
chr8	46210940	NM_007450	5UTR	MEF
chr8	47713755	NM_172407	CDS	MEF
chr8	54529876	NM_029701	CDS	MEF
chr8	57511980	NM_008252	5UTR	MEF
chr8	60890493	NM_028299	CDS	MEF
chr8	61224290	NM_021506	5UTR	MEF
chr8	61549764	NM_001293772	CDS	MEF
chr8	64692920	NM_013494	CDS	MEF
chr8	70302881	NM_021538	CDS	MEF
chr8	70352890	NM_030680	CDS	MEF
chr8	70353175	NM_030680	5UTR	MEF
chr8	70509584	NM_019883	CDS	MEF
chr8	70699157	NM_010592	CDS	MEF
chr8	70779637	NM_199308	CDS	MEF
chr8	70895453	NM_029751	CDS	MEF
chr8	70896273	NM_029751	CDS	MEF
chr8	71359652	NM_001142322	CDS	MEF
chr8	71381815	NM_010150	5UTR	MEF
chr8	72463239	NM_138585	CDS	MEF
chr8	72483800	NM_177766	CDS	MEF
chr8	75033778	NM_001136259	CDS	MEF
chr8	79399383	NM_008539	5UTR	MEF
chr8	80739203	NM_053124	5UTR	MEF
chr8	84066979	NM_009055	5UTR	MEF
chr8	84104691	NM_172502	CDS	MEF
chr8	84705547	NM_001297601	3UTR	MEF
chr8	84706828	NM_001297601	3UTR	MEF
chr8	84800179	NM_010906	5UTR	MEF
chr8	84842749	NM_007591	CDS	MEF
chr8	84857080	NM_025648	CDS	MEF
chr8	84970291	NM_011563	CDS	MEF
chr8	85025200	NM_019652	CDS	MEF
chr8	85026987	NM_026760	CDS	MEF
chr8	85029579	NM_026760	CDS	MEF
chr8	85037235	NM_001122843	5UTR	MEF
chr8	86745887	NR_027829	ncRNA	MEF
chr8	88118829	NM_029074	5UTR	MEF
chr8	94386656	NM_022331	CDS	MEF
chr8	94913482	NM_001033533	CDS	MEF
chr8	95807257	NR_015574	ncRNA	MEF
chr8	104340834	NM_024217	CDS	MEF
chr8	105170854	NM_001161458	5UTR	MEF
chr8	105636646	NM_181322	5UTR	MEF
chr8	105774041	NM_145824	CDS	MEF
chr8	105856153	NM_021513	CDS	MEF
